vehicle_id;timestamp;time;speed;course;lat;lon
7c5d5d0289fd464c730e2e624ace452f3bbfad84a0b7e346a3ca9e8c269edfb8;1683691200;10.05.2023 06:00;54;306;51.93052;15.52841
ccadb289edbb03d3844c82f53f91c24d1224a254aba102309c0e60daa0709a74;1683691200;10.05.2023 06:00;50;100;51.94117;15.45833
ca633d0fb27e1b99495a2c6f8872084f7a3a0eb1b4848a2f3a6538176d30ac5d;1683691200;10.05.2023 06:00;25;292;51.94029;15.49421
752222bb0975f8302646a4690966cd0dc1948309d363e2ab89a389872c7f320b;1683691208;10.05.2023 06:00;0;0;51.93619;15.49921
7c5d5d0289fd464c730e2e624ace452f3bbfad84a0b7e346a3ca9e8c269edfb8;1683691210;10.05.2023 06:00;54;312;51.93136;15.52667
ccadb289edbb03d3844c82f53f91c24d1224a254aba102309c0e60daa0709a74;1683691210;10.05.2023 06:00;46;98;51.94091;15.4602
ca633d0fb27e1b99495a2c6f8872084f7a3a0eb1b4848a2f3a6538176d30ac5d;1683691210;10.05.2023 06:00;57;350;51.94134;15.4937
752222bb0975f8302646a4690966cd0dc1948309d363e2ab89a389872c7f320b;1683691218;10.05.2023 06:00;39;100;51.93595;15.50115
7c5d5d0289fd464c730e2e624ace452f3bbfad84a0b7e346a3ca9e8c269edfb8;1683691220;10.05.2023 06:00;54;316;51.93237;15.52504
ccadb289edbb03d3844c82f53f91c24d1224a254aba102309c0e60daa0709a74;1683691220;10.05.2023 06:00;46;100;51.94065;15.462
ca633d0fb27e1b99495a2c6f8872084f7a3a0eb1b4848a2f3a6538176d30ac5d;1683691220;10.05.2023 06:00;61;324;51.94282;15.4931
752222bb0975f8302646a4690966cd0dc1948309d363e2ab89a389872c7f320b;1683691228;10.05.2023 06:00;36;108;51.93564;15.50271
7c5d5d0289fd464c730e2e624ace452f3bbfad84a0b7e346a3ca9e8c269edfb8;1683691230;10.05.2023 06:00;61;302;51.93333;15.52315
ccadb289edbb03d3844c82f53f91c24d1224a254aba102309c0e60daa0709a74;1683691230;10.05.2023 06:00;43;100;51.9404;15.46379
752222bb0975f8302646a4690966cd0dc1948309d363e2ab89a389872c7f320b;1683691238;10.05.2023 06:00;39;92;51.93544;15.50427
7c5d5d0289fd464c730e2e624ace452f3bbfad84a0b7e346a3ca9e8c269edfb8;1683691240;10.05.2023 06:00;61;296;51.934;15.52078
ccadb289edbb03d3844c82f53f91c24d1224a254aba102309c0e60daa0709a74;1683691240;10.05.2023 06:00;36;102;51.94017;15.46545
752222bb0975f8302646a4690966cd0dc1948309d363e2ab89a389872c7f320b;1683691248;10.05.2023 06:00;36;78;51.93556;15.50584
7c5d5d0289fd464c730e2e624ace452f3bbfad84a0b7e346a3ca9e8c269edfb8;1683691250;10.05.2023 06:00;57;298;51.93467;15.51861
ccadb289edbb03d3844c82f53f91c24d1224a254aba102309c0e60daa0709a74;1683691250;10.05.2023 06:00;36;102;51.93996;15.46664
7f6f716f877fede384ebf26bb94f8bf1fc75f6fd174d3d4d07cbe8440be23418;1683691252;10.05.2023 06:00;36;118;51.93577;15.51509
752222bb0975f8302646a4690966cd0dc1948309d363e2ab89a389872c7f320b;1683691258;10.05.2023 06:00;43;64;51.93586;15.50732
7c5d5d0289fd464c730e2e624ace452f3bbfad84a0b7e346a3ca9e8c269edfb8;1683691260;10.05.2023 06:01;28;358;51.93535;15.51723
ccadb289edbb03d3844c82f53f91c24d1224a254aba102309c0e60daa0709a74;1683691260;10.05.2023 06:01;25;112;51.93974;15.46793
7f6f716f877fede384ebf26bb94f8bf1fc75f6fd174d3d4d07cbe8440be23418;1683691262;10.05.2023 06:01;18;126;51.93543;15.51609
752222bb0975f8302646a4690966cd0dc1948309d363e2ab89a389872c7f320b;1683691268;10.05.2023 06:01;39;52;51.9364;15.50877
752222bb0975f8302646a4690966cd0dc1948309d363e2ab89a389872c7f320b;1683691278;10.05.2023 06:01;36;56;51.93694;15.51015
fa53d22c5230c43c0c1c3a7dfbe5f2bc842a3bbee35a7611bba40218389b0621;1683691287;10.05.2023 06:01;43;346;51.94282;15.47855
752222bb0975f8302646a4690966cd0dc1948309d363e2ab89a389872c7f320b;1683691288;10.05.2023 06:01;7;64;51.93716;15.51109
fa53d22c5230c43c0c1c3a7dfbe5f2bc842a3bbee35a7611bba40218389b0621;1683691297;10.05.2023 06:01;32;350;51.94389;15.47817
752222bb0975f8302646a4690966cd0dc1948309d363e2ab89a389872c7f320b;1683691298;10.05.2023 06:01;10;40;51.93719;15.51112
7f6f716f877fede384ebf26bb94f8bf1fc75f6fd174d3d4d07cbe8440be23418;1683691305;10.05.2023 06:01;28;122;51.9352;15.51677
7f6f716f877fede384ebf26bb94f8bf1fc75f6fd174d3d4d07cbe8440be23418;1683691315;10.05.2023 06:01;46;116;51.93472;15.51821
7f6f716f877fede384ebf26bb94f8bf1fc75f6fd174d3d4d07cbe8440be23418;1683691325;10.05.2023 06:02;50;118;51.93412;15.51999
7f6f716f877fede384ebf26bb94f8bf1fc75f6fd174d3d4d07cbe8440be23418;1683691335;10.05.2023 06:02;50;114;51.93361;15.52181
7f6f716f877fede384ebf26bb94f8bf1fc75f6fd174d3d4d07cbe8440be23418;1683691345;10.05.2023 06:02;54;122;51.93308;15.52369
7f6f716f877fede384ebf26bb94f8bf1fc75f6fd174d3d4d07cbe8440be23418;1683691355;10.05.2023 06:02;57;134;51.93216;15.52527
7f6f716f877fede384ebf26bb94f8bf1fc75f6fd174d3d4d07cbe8440be23418;1683691365;10.05.2023 06:02;54;132;51.9312;15.52685
7f6f716f877fede384ebf26bb94f8bf1fc75f6fd174d3d4d07cbe8440be23418;1683691375;10.05.2023 06:02;54;124;51.93033;15.52854
7f6f716f877fede384ebf26bb94f8bf1fc75f6fd174d3d4d07cbe8440be23418;1683691385;10.05.2023 06:03;54;120;51.92963;15.53037
7f6f716f877fede384ebf26bb94f8bf1fc75f6fd174d3d4d07cbe8440be23418;1683691395;10.05.2023 06:03;54;120;51.92892;15.53228
7f6f716f877fede384ebf26bb94f8bf1fc75f6fd174d3d4d07cbe8440be23418;1683691405;10.05.2023 06:03;54;120;51.92825;15.53415
7f6f716f877fede384ebf26bb94f8bf1fc75f6fd174d3d4d07cbe8440be23418;1683691415;10.05.2023 06:03;54;118;51.92755;15.5361
ccadb289edbb03d3844c82f53f91c24d1224a254aba102309c0e60daa0709a74;1683691423;10.05.2023 06:03;25;286;51.93963;15.46921
7f6f716f877fede384ebf26bb94f8bf1fc75f6fd174d3d4d07cbe8440be23418;1683691425;10.05.2023 06:03;57;120;51.92683;15.53807
ccadb289edbb03d3844c82f53f91c24d1224a254aba102309c0e60daa0709a74;1683691433;10.05.2023 06:03;39;282;51.93981;15.46798
7f6f716f877fede384ebf26bb94f8bf1fc75f6fd174d3d4d07cbe8440be23418;1683691435;10.05.2023 06:03;57;120;51.9261;15.5401
ccadb289edbb03d3844c82f53f91c24d1224a254aba102309c0e60daa0709a74;1683691443;10.05.2023 06:04;32;290;51.94004;15.46641
7f6f716f877fede384ebf26bb94f8bf1fc75f6fd174d3d4d07cbe8440be23418;1683691445;10.05.2023 06:04;50;120;51.92539;15.54205
ccadb289edbb03d3844c82f53f91c24d1224a254aba102309c0e60daa0709a74;1683691453;10.05.2023 06:04;18;232;51.9402;15.46572
ccadb289edbb03d3844c82f53f91c24d1224a254aba102309c0e60daa0709a74;1683691463;10.05.2023 06:04;43;102;51.93996;15.46665
ccadb289edbb03d3844c82f53f91c24d1224a254aba102309c0e60daa0709a74;1683691473;10.05.2023 06:04;43;102;51.93971;15.46836
ccadb289edbb03d3844c82f53f91c24d1224a254aba102309c0e60daa0709a74;1683691483;10.05.2023 06:04;46;102;51.93945;15.47009
2e66fdd4e13484f605a41fb48fc530b0666a756f4975d49ae42afa049b5c15fe;1683691489;10.05.2023 06:04;46;54;51.93212;15.48211
ccadb289edbb03d3844c82f53f91c24d1224a254aba102309c0e60daa0709a74;1683691493;10.05.2023 06:04;43;102;51.9392;15.47188
2e66fdd4e13484f605a41fb48fc530b0666a756f4975d49ae42afa049b5c15fe;1683691499;10.05.2023 06:04;28;90;51.93259;15.48341
ccadb289edbb03d3844c82f53f91c24d1224a254aba102309c0e60daa0709a74;1683691503;10.05.2023 06:05;32;90;51.93904;15.47349
2e66fdd4e13484f605a41fb48fc530b0666a756f4975d49ae42afa049b5c15fe;1683691509;10.05.2023 06:05;46;128;51.93199;15.48473
2e66fdd4e13484f605a41fb48fc530b0666a756f4975d49ae42afa049b5c15fe;1683691521;10.05.2023 06:05;14;128;51.93178;15.48511
2e66fdd4e13484f605a41fb48fc530b0666a756f4975d49ae42afa049b5c15fe;1683691531;10.05.2023 06:05;32;114;51.9314;15.48596
2e66fdd4e13484f605a41fb48fc530b0666a756f4975d49ae42afa049b5c15fe;1683691541;10.05.2023 06:05;39;92;51.9312;15.48744
2e66fdd4e13484f605a41fb48fc530b0666a756f4975d49ae42afa049b5c15fe;1683691551;10.05.2023 06:05;54;100;51.93107;15.48939
2e66fdd4e13484f605a41fb48fc530b0666a756f4975d49ae42afa049b5c15fe;1683691561;10.05.2023 06:06;50;136;51.9305;15.49126
2e66fdd4e13484f605a41fb48fc530b0666a756f4975d49ae42afa049b5c15fe;1683691571;10.05.2023 06:06;21;114;51.92968;15.49222
66b316062f08f135e9934f2784c1049a0e4260d08aa5725d0ce5bca3ec89d1e7;1683691680;10.05.2023 06:08;36;266;51.9402;15.46543
752222bb0975f8302646a4690966cd0dc1948309d363e2ab89a389872c7f320b;1683691683;10.05.2023 06:08;18;174;51.93733;15.51109
66b316062f08f135e9934f2784c1049a0e4260d08aa5725d0ce5bca3ec89d1e7;1683691690;10.05.2023 06:08;64;282;51.94049;15.46333
752222bb0975f8302646a4690966cd0dc1948309d363e2ab89a389872c7f320b;1683691693;10.05.2023 06:08;28;98;51.93709;15.51166
66b316062f08f135e9934f2784c1049a0e4260d08aa5725d0ce5bca3ec89d1e7;1683691700;10.05.2023 06:08;68;282;51.94088;15.46062
752222bb0975f8302646a4690966cd0dc1948309d363e2ab89a389872c7f320b;1683691703;10.05.2023 06:08;36;130;51.93664;15.51289
66b316062f08f135e9934f2784c1049a0e4260d08aa5725d0ce5bca3ec89d1e7;1683691710;10.05.2023 06:08;72;282;51.94128;15.45786
752222bb0975f8302646a4690966cd0dc1948309d363e2ab89a389872c7f320b;1683691713;10.05.2023 06:08;21;140;51.9362;15.51378
66b316062f08f135e9934f2784c1049a0e4260d08aa5725d0ce5bca3ec89d1e7;1683691720;10.05.2023 06:08;72;282;51.94169;15.45506
752222bb0975f8302646a4690966cd0dc1948309d363e2ab89a389872c7f320b;1683691723;10.05.2023 06:08;32;112;51.93595;15.51452
752222bb0975f8302646a4690966cd0dc1948309d363e2ab89a389872c7f320b;1683691733;10.05.2023 06:08;25;128;51.93556;15.51566
752222bb0975f8302646a4690966cd0dc1948309d363e2ab89a389872c7f320b;1683691743;10.05.2023 06:09;25;124;51.93522;15.51658
752222bb0975f8302646a4690966cd0dc1948309d363e2ab89a389872c7f320b;1683691753;10.05.2023 06:09;25;118;51.93493;15.51754
e1cc79ee1200ab412033185626af3daa1edd8a671b75c3d7ad8d152404458f98;1683691761;10.05.2023 06:09;25;232;51.93728;15.5108
752222bb0975f8302646a4690966cd0dc1948309d363e2ab89a389872c7f320b;1683691763;10.05.2023 06:09;28;118;51.93455;15.51863
e1cc79ee1200ab412033185626af3daa1edd8a671b75c3d7ad8d152404458f98;1683691771;10.05.2023 06:09;43;236;51.93679;15.50951
752222bb0975f8302646a4690966cd0dc1948309d363e2ab89a389872c7f320b;1683691773;10.05.2023 06:09;36;118;51.93417;15.51979
e1cc79ee1200ab412033185626af3daa1edd8a671b75c3d7ad8d152404458f98;1683691781;10.05.2023 06:09;54;238;51.93614;15.5078
752222bb0975f8302646a4690966cd0dc1948309d363e2ab89a389872c7f320b;1683691783;10.05.2023 06:09;39;114;51.93372;15.52127
e1cc79ee1200ab412033185626af3daa1edd8a671b75c3d7ad8d152404458f98;1683691791;10.05.2023 06:09;21;256;51.93571;15.50614
752222bb0975f8302646a4690966cd0dc1948309d363e2ab89a389872c7f320b;1683691793;10.05.2023 06:09;43;112;51.9333;15.52289
e1cc79ee1200ab412033185626af3daa1edd8a671b75c3d7ad8d152404458f98;1683691801;10.05.2023 06:10;25;188;51.9355;15.50584
752222bb0975f8302646a4690966cd0dc1948309d363e2ab89a389872c7f320b;1683691803;10.05.2023 06:10;43;134;51.93273;15.5243
752222bb0975f8302646a4690966cd0dc1948309d363e2ab89a389872c7f320b;1683691813;10.05.2023 06:10;43;134;51.93196;15.52548
