segmnet_id,wkt,time,avg_speed
23475346,"LINESTRING(20.999134 52.295414,20.999132 52.295372,20.999147 52.295334,20.999252 52.29522,20.999287 52.295174,20.999289 52.2951,20.99924 52.295033)",2024-11-18 11:45:00.000000,5
24925465,"LINESTRING(20.952269 52.261013,20.953226 52.26196)",2024-11-18 12:00:00.000000,41
22640168,"LINESTRING(20.99926 52.29431,20.999193 52.294376,20.999132 52.294445,20.999088 52.294506,20.999071 52.294533,20.999058 52.29456,20.99905 52.294582,20.999044 52.29461,20.999044 52.294632,20.999046 52.29465,20.999054 52.294674,20.99906 52.29469,20.99907 52.29471,20.999083 52.29472,20.9991 52.294735,20.999115 52.294743)",2024-11-18 12:00:00.000000,9
20765840,"LINESTRING(21.088068 52.30716,21.089254 52.30716)",2024-11-18 11:45:00.000000,25
11929014,"LINESTRING(20.897596 52.245575,20.897682 52.246017,20.89775 52.24651,20.897764 52.2466)",2024-11-18 12:00:00.000000,20
13985937,"LINESTRING(20.964523 52.274548,20.964672 52.274338,20.964703 52.274273,20.964737 52.274197,20.964754 52.27412,20.964764 52.274044,20.964752 52.27398,20.964727 52.27391,20.964653 52.27381,20.96452 52.2737,20.964437 52.273617,20.964388 52.273537,20.964357 52.273457,20.964342 52.273357,20.964344 52.273277,20.964369 52.27318,20.964405 52.273098,20.964481 52.273006,20.964537 52.27294,20.964611 52.272873,20.964682 52.27279,20.964735 52.272717,20.96478 52.272594,20.964796 52.272514,20.964773 52.272415,20.964718 52.272316,20.964516 52.272095)",2024-11-18 12:00:00.000000,24
22680771,"LINESTRING(21.004862 52.2913,21.00374 52.29094)",2024-11-18 12:00:00.000000,9
8793661,"LINESTRING(21.01073 52.280754,21.010063 52.28185,21.009697 52.28247,21.008493 52.284397)",2024-11-18 12:00:00.000000,31
19336222,"LINESTRING(20.893345 52.243576,20.89304 52.24348,20.892567 52.24328,20.892378 52.243195,20.892258 52.243134)",2024-11-18 11:45:00.000000,45
22639051,"LINESTRING(20.999626 52.293957,20.99926 52.29431)",2024-11-18 11:45:00.000000,44
21210459,"LINESTRING(20.973682 52.27207,20.97365 52.27201,20.973627 52.271973,20.973608 52.27194,20.97357 52.271873,20.973562 52.271862)",2024-11-18 12:00:00.000000,4
26092068,"LINESTRING(20.88476 52.23663,20.884863 52.23673,20.885555 52.23739,20.886374 52.238205,20.886456 52.238293)",2024-11-18 12:00:00.000000,3
7531723,"LINESTRING(20.973759 52.27725,20.973171 52.276947)",2024-11-18 12:00:00.000000,41
21819096,"LINESTRING(21.015463 52.2944,21.016476 52.294727)",2024-11-18 12:00:00.000000,47
22639051,"LINESTRING(20.999626 52.293957,20.99926 52.29431)",2024-11-18 12:00:00.000000,34
22646202,"LINESTRING(21.003414 52.28998,21.003166 52.29022,21.002787 52.29058)",2024-11-18 12:00:00.000000,34
24840166,"LINESTRING(21.012342 52.300495,21.0123 52.3005,21.012259 52.30049,21.012037 52.300434,21.011961 52.300415,21.011917 52.300404,21.01177 52.30036)",2024-11-18 08:15:00.000000,3
21210459,"LINESTRING(20.973682 52.27207,20.97365 52.27201,20.973627 52.271973,20.973608 52.27194,20.97357 52.271873,20.973562 52.271862)",2024-11-18 08:15:00.000000,6
22199821,"LINESTRING(21.024183 52.297718,21.024721 52.297)",2024-11-18 12:00:00.000000,29
19336080,"LINESTRING(20.885942 52.237476,20.884136 52.235706)",2024-11-18 12:00:00.000000,47
23017469,"LINESTRING(21.024183 52.297718,21.02414 52.29778,21.02401 52.297943,21.02395 52.29801,21.023808 52.29818,21.023558 52.29846,21.023302 52.29874,21.023209 52.29885)",2024-11-18 11:45:00.000000,35
24688468,"LINESTRING(21.064869 52.31205,21.064941 52.312008,21.064964 52.311996,21.06508 52.31194,21.065321 52.312122,21.06523 52.31217,21.065205 52.31218,21.065134 52.31222)",2024-11-18 11:45:00.000000,3
