segmnet_id,wkt,time,avg_speed
21828194,"LINESTRING(21.019405 52.295494,21.02116 52.29607)",2024-11-20 10:00:00.000000,45
22642116,"LINESTRING(21.02116 52.29607,21.021626 52.29622,21.022041 52.296352,21.022194 52.296402)",2024-11-20 10:00:00.000000,45
26390291,"LINESTRING(21.08482 52.30768,21.083565 52.307682)",2024-11-20 10:00:00.000000,39
22680771,"LINESTRING(21.004862 52.2913,21.00374 52.29094)",2024-11-20 10:00:00.000000,10
24691653,"LINESTRING(21.011545 52.300297,21.011652 52.30015,21.011679 52.300114,21.011965 52.299732,21.01206 52.299606)",2024-11-20 10:00:00.000000,24
19332734,"LINESTRING(21.091492 52.307457,21.090502 52.307457)",2024-11-20 10:00:00.000000,53
16883726,"LINESTRING(20.986664 52.283222,20.988276 52.28396)",2024-11-20 10:00:00.000000,36
19354387,"LINESTRING(21.093727 52.307156,21.09448 52.30715,21.096031 52.30715)",2024-11-20 10:00:00.000000,26
25149529,"LINESTRING(21.060434 52.305756,21.060303 52.30543,21.060297 52.305416,21.060286 52.305397,21.060274 52.30538,21.060265 52.305367,21.060253 52.305355,21.060242 52.305344,21.060232 52.305336,21.060219 52.305325,21.060204 52.305317,21.060188 52.305305,21.060173 52.305298)",2024-11-20 10:00:00.000000,10
25802751,"LINESTRING(21.035446 52.29961,21.036234 52.299644)",2024-11-20 10:00:00.000000,16
12455055,"LINESTRING(20.96101 52.27564,20.960428 52.275703)",2024-11-20 10:00:00.000000,16
9687980,"LINESTRING(20.899847 52.242306,20.898596 52.242393,20.89841 52.242405)",2024-11-20 10:00:00.000000,4
22215564,"LINESTRING(20.947792 52.25609,20.947933 52.256203,20.948427 52.256584)",2024-11-20 10:00:00.000000,35
17088110,"LINESTRING(20.98668 52.28297,20.987032 52.282993,20.987192 52.282993,20.98735 52.282986,20.987537 52.282967,20.98773 52.28294,20.987886 52.28291,20.988993 52.28268,20.989147 52.282654,20.98928 52.282646,20.98942 52.282642,20.989536 52.28265,20.989618 52.28266,20.989712 52.28268,20.989792 52.282707,20.989868 52.282738,20.989954 52.282776,20.99002 52.282825,20.990116 52.282906,20.99016 52.28296,20.990198 52.28303,20.990211 52.283077,20.990221 52.283134,20.990211 52.283226,20.99019 52.2833,20.990154 52.28335,20.990086 52.283436,20.990015 52.283512,20.989521 52.28389)",2024-11-20 10:00:00.000000,22
10942867,"LINESTRING(21.010012 52.292973,21.00692 52.29199)",2024-11-20 10:00:00.000000,10
