segmnet_id,wkt,time,avg_speed
21087805,"LINESTRING(20.990568 52.28326,20.990223 52.283607,20.989979 52.283836)",2024-11-16 00:00:00.000000,34
19336080,"LINESTRING(20.885942 52.237476,20.884136 52.235706)",2024-11-16 00:00:00.000000,49
1972940,"LINESTRING(20.863964 52.21638,20.865171 52.21741)",2024-11-16 00:00:00.000000,47
23849690,"LINESTRING(20.889498 52.240044,20.88949 52.240005,20.88948 52.23996,20.889473 52.23993,20.889437 52.239883,20.889242 52.23972,20.888985 52.239517)",2024-11-16 00:00:00.000000,7
14689110,"LINESTRING(20.968739 52.27416,20.96907 52.27435,20.969875 52.274887)",2024-11-16 00:00:00.000000,40
18647766,"LINESTRING(20.96613 52.273117,20.965527 52.27288,20.965391 52.27285,20.965248 52.27284,20.9651 52.272842,20.964958 52.272865,20.964878 52.27288,20.964804 52.272907,20.96468 52.27297,20.964588 52.27303,20.964516 52.2731,20.964464 52.273182,20.964436 52.273273,20.964443 52.273388,20.964472 52.27349,20.964516 52.273556,20.964588 52.273613)",2024-11-16 00:00:00.000000,32
4854792,"LINESTRING(21.008755 52.284603,21.009775 52.282925)",2024-11-16 00:00:00.000000,0
21909764,"LINESTRING(21.061747 52.30846,21.06176 52.308487,21.061775 52.30851,21.061796 52.308537,21.061825 52.308556,21.061853 52.30858,21.061886 52.308594,21.06192 52.30861,21.061956 52.30862,21.061993 52.30863,21.06205 52.30864,21.062107 52.30864,21.062159 52.308636,21.062212 52.308624,21.06226 52.308613)",2024-11-16 00:00:00.000000,14
24907930,"LINESTRING(20.95172 52.2607,20.951607 52.26059)",2024-11-16 00:00:00.000000,57
16883726,"LINESTRING(20.986664 52.283222,20.988276 52.28396)",2024-11-16 00:00:00.000000,48
23333177,"LINESTRING(20.897057 52.24402,20.897379 52.24408)",2024-11-16 00:00:00.000000,3
22346316,"LINESTRING(21.001305 52.29184,21.00151 52.291634,21.001545 52.2916,21.002401 52.290707)",2024-11-16 00:00:00.000000,33
22296756,"LINESTRING(20.951828 52.25488,20.95222 52.25477,20.952707 52.25462,20.952894 52.25455,20.953045 52.254482,20.953188 52.254417,20.95332 52.25434,20.95351 52.25421,20.953638 52.254105,20.953846 52.253872,20.954008 52.25362,20.954212 52.25323)",2024-11-16 00:00:00.000000,38
13672752,"LINESTRING(20.964523 52.274548,20.964819 52.27434,20.965246 52.274055,20.965445 52.27394)",2024-11-16 00:00:00.000000,32
17088110,"LINESTRING(20.98668 52.28297,20.987032 52.282993,20.987192 52.282993,20.98735 52.282986,20.987537 52.282967,20.98773 52.28294,20.987886 52.28291,20.988993 52.28268,20.989147 52.282654,20.98928 52.282646,20.98942 52.282642,20.989536 52.28265,20.989618 52.28266,20.989712 52.28268,20.989792 52.282707,20.989868 52.282738,20.989954 52.282776,20.99002 52.282825,20.990116 52.282906,20.99016 52.28296,20.990198 52.28303,20.990211 52.283077,20.990221 52.283134,20.990211 52.283226,20.99019 52.2833,20.990154 52.28335,20.990086 52.283436,20.990015 52.283512,20.989521 52.28389)",2024-11-16 14:45:00.000000,24
24895211,"LINESTRING(21.018263 52.291134,21.01836 52.290993,21.018387 52.290962,21.018566 52.29071)",2024-11-16 14:45:00.000000,27
24529121,"LINESTRING(20.956997 52.268497,20.957237 52.26839,20.957453 52.26827,20.957586 52.268196,20.958069 52.26788,20.958326 52.26777,20.958403 52.267742,20.958467 52.267727,20.958649 52.267673)",2024-11-16 14:45:00.000000,13
24163772,"LINESTRING(21.019476 52.289436,21.020056 52.288628)",2024-11-16 14:45:00.000000,17
25791629,"LINESTRING(21.052025 52.307358,21.05201 52.307243,21.05199 52.307125,21.051928 52.30682)",2024-11-16 14:45:00.000000,37
12116925,"LINESTRING(21.022247 52.285564,21.022402 52.285355,21.022785 52.284824,21.023397 52.283966)",2024-11-16 14:45:00.000000,25
19352027,"LINESTRING(20.874033 52.24229,20.873407 52.24239,20.871468 52.242695)",2024-11-16 14:45:00.000000,31
20648724,"LINESTRING(20.94245 52.262123,20.94359 52.262676,20.943876 52.262825,20.9441 52.262966,20.944305 52.26311,20.944637 52.263412,20.944777 52.263573,20.94492 52.26376,20.945122 52.26403)",2024-11-16 14:45:00.000000,32
11599194,"LINESTRING(20.891464 52.240543,20.891235 52.240562)",2024-11-16 14:45:00.000000,2
14696065,"LINESTRING(20.982845 52.28149,20.983484 52.28176)",2024-11-16 00:00:00.000000,44
16883728,"LINESTRING(20.988276 52.28396,20.989668 52.28462)",2024-11-16 00:00:00.000000,43
7458072,"LINESTRING(20.968794 52.274536,20.96821 52.274197,20.966566 52.27319)",2024-11-16 00:00:00.000000,49
25337322,"LINESTRING(20.976355 52.29128,20.976255 52.291313,20.976152 52.291348,20.974915 52.291664,20.973783 52.291935)",2024-11-16 00:00:00.000000,19
20645675,"LINESTRING(20.944485 52.264805,20.944422 52.2648,20.94438 52.264805,20.944336 52.264812,20.944141 52.26488,20.943346 52.26516,20.94266 52.265434)",2024-11-16 00:00:00.000000,3
18649528,"LINESTRING(20.95717 52.267532,20.957054 52.267662)",2024-11-16 00:00:00.000000,0
19347494,"LINESTRING(20.88068 52.23205,20.881453 52.232815,20.883158 52.234486,20.884525 52.235825)",2024-11-16 00:00:00.000000,49
21087649,"LINESTRING(20.989796 52.283066,20.989853 52.283012,20.990269 52.28261,20.99074 52.282158)",2024-11-16 00:00:00.000000,49
20020906,"LINESTRING(20.997663 52.29555,20.99737 52.295822)",2024-11-16 00:00:00.000000,47
22689294,"LINESTRING(21.000496 52.289402,21.000576 52.289394,21.00066 52.28939,21.000746 52.289394,21.00083 52.2894,21.000912 52.289406,21.000984 52.28942,21.001055 52.28944,21.001127 52.28946,21.001202 52.289486,21.001286 52.28952,21.001366 52.289555,21.001455 52.2896,21.001532 52.28964,21.001795 52.289783,21.001978 52.289883)",2024-11-16 00:00:00.000000,44
9395632,"LINESTRING(21.026678 52.29819,21.02482 52.297726)",2024-11-16 00:00:00.000000,43
25394213,"LINESTRING(21.027899 52.296684,21.027899 52.29672,21.0279 52.29692,21.0279 52.29693,21.0279 52.29712,21.0279 52.29732,21.0279 52.297516,21.027903 52.29756,21.027903 52.297752,21.028257 52.297752)",2024-11-16 00:00:00.000000,1
22034622,"LINESTRING(20.876 52.22805,20.875624 52.22766,20.87476 52.22683,20.87312 52.225204)",2024-11-16 00:00:00.000000,29
18901129,"LINESTRING(20.898764 52.244884,20.899828 52.24491,20.900974 52.244915,20.902136 52.244984,20.9031 52.24505,20.904856 52.245216,20.906343 52.245407,20.906591 52.24544,20.907133 52.245518,20.908195 52.245678,20.909334 52.24585)",2024-11-16 01:00:00.000000,18
25403712,"LINESTRING(21.029871 52.298744,21.030806 52.29896,21.031742 52.299164,21.031845 52.299187,21.031898 52.2992,21.032124 52.299248)",2024-11-16 01:00:00.000000,22
25717563,"LINESTRING(20.952522 52.25483,20.951889 52.254997)",2024-11-16 01:00:00.000000,45
7347105,"LINESTRING(21.02681 52.298027,21.028872 52.298607)",2024-11-16 01:00:00.000000,51
18602316,"LINESTRING(21.013403 52.297623,21.01351 52.297462,21.01372 52.297115,21.013882 52.2967,21.013908 52.296486,21.0139 52.296272,21.013863 52.29604,21.013742 52.295742,21.013458 52.29521)",2024-11-16 01:00:00.000000,33
15526555,"LINESTRING(21.052145 52.30502,21.052008 52.305187)",2024-11-16 00:00:00.000000,0
19332910,"LINESTRING(21.085352 52.30732,21.087095 52.30732)",2024-11-16 00:00:00.000000,51
23146031,"LINESTRING(20.894602 52.239677,20.894896 52.23966)",2024-11-16 00:00:00.000000,27
22639059,"LINESTRING(21.002787 52.29058,21.002718 52.290653,21.002666 52.290718,21.002623 52.29078,21.002508 52.290943,21.002478 52.290985,21.002441 52.29103,21.002401 52.29108)",2024-11-16 00:00:00.000000,27
