segmnet_id,wkt,time,avg_speed
7347105,"LINESTRING(21.02681 52.298027,21.028872 52.298607)",2024-11-01 00:00:00.000000,52
21705026,"LINESTRING(21.03263 52.299625,21.03293 52.2997)",2024-11-01 00:00:00.000000,49
19332729,"LINESTRING(21.062801 52.30707,21.061604 52.306904,21.06004 52.30663,21.059185 52.306458,21.058308 52.306267,21.057165 52.305996,21.055943 52.305687,21.051895 52.304665,21.051472 52.304554)",2024-11-01 00:00:00.000000,50
24669203,"LINESTRING(21.01367 52.297817,21.013054 52.298603)",2024-11-01 00:00:00.000000,31
19332910,"LINESTRING(21.085352 52.30732,21.087095 52.30732)",2024-11-01 00:00:00.000000,50
8792144,"LINESTRING(20.997263 52.27183,20.997105 52.27215)",2024-11-01 00:00:00.000000,24
22689294,"LINESTRING(21.000496 52.289402,21.000576 52.289394,21.00066 52.28939,21.000746 52.289394,21.00083 52.2894,21.000912 52.289406,21.000984 52.28942,21.001055 52.28944,21.001127 52.28946,21.001202 52.289486,21.001286 52.28952,21.001366 52.289555,21.001455 52.2896,21.001532 52.28964,21.001795 52.289783,21.001978 52.289883)",2024-11-01 00:00:00.000000,26
22679231,"LINESTRING(21.014307 52.293636,21.014393 52.293648,21.014479 52.29366,21.014566 52.29367,21.014683 52.293682,21.01481 52.29369,21.014942 52.2937,21.015085 52.293705,21.015224 52.2937,21.015352 52.29369,21.015467 52.29368,21.01557 52.293663,21.015667 52.29364,21.015762 52.293613,21.015865 52.293583,21.01597 52.29354,21.016064 52.2935,21.016155 52.29345,21.016249 52.293396,21.01635 52.293324,21.01642 52.29327,21.016499 52.293194,21.016567 52.29313,21.01666 52.293026)",2024-11-01 00:00:00.000000,28
20020906,"LINESTRING(20.997663 52.29555,20.99737 52.295822)",2024-11-01 00:00:00.000000,43
21087649,"LINESTRING(20.989796 52.283066,20.989853 52.283012,20.990269 52.28261,20.99074 52.282158)",2024-11-01 00:00:00.000000,47
26153778,"LINESTRING(21.032124 52.299248,21.032223 52.29914,21.032253 52.299107,21.032282 52.29908,21.032454 52.29891,21.03254 52.298824)",2024-11-01 00:00:00.000000,16
20020906,"LINESTRING(20.997663 52.29555,20.99737 52.295822)",2024-11-01 17:45:00.000000,48
21087649,"LINESTRING(20.989796 52.283066,20.989853 52.283012,20.990269 52.28261,20.99074 52.282158)",2024-11-01 17:45:00.000000,51
19332729,"LINESTRING(21.062801 52.30707,21.061604 52.306904,21.06004 52.30663,21.059185 52.306458,21.058308 52.306267,21.057165 52.305996,21.055943 52.305687,21.051895 52.304665,21.051472 52.304554)",2024-11-01 18:00:00.000000,51
18019213,"LINESTRING(20.946835 52.264957,20.945341 52.26553,20.94509 52.265625)",2024-11-01 18:00:00.000000,15
22639059,"LINESTRING(21.002787 52.29058,21.002718 52.290653,21.002666 52.290718,21.002623 52.29078,21.002508 52.290943,21.002478 52.290985,21.002441 52.29103,21.002401 52.29108)",2024-11-01 18:00:00.000000,40
23146031,"LINESTRING(20.894602 52.239677,20.894896 52.23966)",2024-11-01 18:00:00.000000,24
22666583,"LINESTRING(20.99956 52.293346,20.999598 52.29329,20.999628 52.293232,20.999653 52.293186)",2024-11-01 18:00:00.000000,38
25337320,"LINESTRING(20.978025 52.29004,20.978521 52.289833,20.979687 52.289352)",2024-11-01 18:00:00.000000,41
20020906,"LINESTRING(20.997663 52.29555,20.99737 52.295822)",2024-11-01 18:00:00.000000,47
20771005,"LINESTRING(21.076414 52.30708,21.077726 52.307083)",2024-11-01 18:00:00.000000,43
26153778,"LINESTRING(21.032124 52.299248,21.032223 52.29914,21.032253 52.299107,21.032282 52.29908,21.032454 52.29891,21.03254 52.298824)",2024-11-01 09:15:00.000000,17
18019213,"LINESTRING(20.946835 52.264957,20.945341 52.26553,20.94509 52.265625)",2024-11-01 09:15:00.000000,15
22689294,"LINESTRING(21.000496 52.289402,21.000576 52.289394,21.00066 52.28939,21.000746 52.289394,21.00083 52.2894,21.000912 52.289406,21.000984 52.28942,21.001055 52.28944,21.001127 52.28946,21.001202 52.289486,21.001286 52.28952,21.001366 52.289555,21.001455 52.2896,21.001532 52.28964,21.001795 52.289783,21.001978 52.289883)",2024-11-01 09:15:00.000000,25
9395632,"LINESTRING(21.026678 52.29819,21.02482 52.297726)",2024-11-01 09:15:00.000000,31
23146031,"LINESTRING(20.894602 52.239677,20.894896 52.23966)",2024-11-01 09:15:00.000000,49
16883724,"LINESTRING(20.997715 52.288284,20.998238 52.28851)",2024-11-01 09:15:00.000000,60
